ID,Title,Pack,Artist,Image,Level,Chart Constant,Background,Chart Design,Side,Artwork,Length,Vocals,Genre,Difficulty,Notes_Touch,Notes_Joycon,Version_Mobile,Version_Switch,Added_Mobile,Added_Switch,BPM_Min,BPM_Max
testify,Testify,Final Verdict,void (Mournfinale) feat. 星熊南巫,https://static.wikia.nocookie.net/iowiro/images/b/ba/Testify.jpg/revision/latest?cb=20230928000215,10+,10.8,testify,Black╎Future,Colorless,シエラ (cierra),2:56,星熊南巫 (Hoshikuma Minami),Orchestral Trance / Orchestral / PDM,2,1766,1655,4.0.0,2.0.1,2022-07-07,2023-03-16,178,178
testify,Testify,Final Verdict,void (Mournfinale) feat. 星熊南巫,https://static.wikia.nocookie.net/iowiro/images/b/ba/Testify.jpg/revision/latest?cb=20230928000215,12,12.0,testify,Silent╎END,Colorless,シエラ (cierra),2:56,星熊南巫 (Hoshikuma Minami),Orchestral Trance / Orchestral / PDM,3,2221,2158,4.0.0,2.0.1,2022-07-07,2023-03-16,178,178
farawaylight,Far Away Light,Esoteric Order,technoplanet feat. はるの & 黒沢ダイスケ,https://static.wikia.nocookie.net/iowiro/images/9/92/Far_Away_Light_2.jpg/revision/latest?cb=20230928061357,4,4.5,observer_light,Toaster,Light,梅まろ (Umemaro),2:29,はるの (Haruno),Rock,0,656,656,3.6.0,1.2.0,2021-05-11,2021-09-16,180,216
farawaylight,Far Away Light,Esoteric Order,technoplanet feat. はるの & 黒沢ダイスケ,https://static.wikia.nocookie.net/iowiro/images/9/92/Far_Away_Light_2.jpg/revision/latest?cb=20230928061357,7,7.5,observer_light,Toaster,Light,梅まろ (Umemaro),2:29,はるの (Haruno),Rock,1,769,769,3.6.0,1.2.0,2021-05-11,2021-09-16,180,216
farawaylight,Far Away Light,Esoteric Order,technoplanet feat. はるの & 黒沢ダイスケ,https://static.wikia.nocookie.net/iowiro/images/9/92/Far_Away_Light_2.jpg/revision/latest?cb=20230928061357,9+,9.8,observer_light,Toaster,Light,梅まろ (Umemaro),2:29,はるの (Haruno),Rock,2,1322,1322,3.6.0,1.2.0,2021-05-11,2021-09-16,180,216
chelsea,Chelsea,Sunset Radiance,7mai,https://static.wikia.nocookie.net/iowiro/images/d/da/Chelsea.jpg/revision/latest?cb=20230928054034,3,3.0,omatsuri_light,TaroNuke,Light,Refla,2:09,None,Liquid Funk,0,388,388,2.3.0,1.0.0c,2019-08-22,2021-05-18,174,174
chelsea,Chelsea,Sunset Radiance,7mai,https://static.wikia.nocookie.net/iowiro/images/d/da/Chelsea.jpg/revision/latest?cb=20230928054034,6,6.0,omatsuri_light,TaroNuke,Light,Refla,2:09,None,Liquid Funk,1,503,503,2.3.0,1.0.0c,2019-08-22,2021-05-18,174,174
chelsea,Chelsea,Sunset Radiance,7mai,https://static.wikia.nocookie.net/iowiro/images/d/da/Chelsea.jpg/revision/latest?cb=20230928054034,8,8.5,omatsuri_light,TaroNuke,Light,Refla,2:09,None,Liquid Funk,2,650,650,2.3.0,1.0.0c,2019-08-22,2021-05-18,174,174
sanskia,san skia,Arcaea,ユアミトス,https://static.wikia.nocookie.net/iowiro/images/7/7b/San_skia.jpg/revision/latest?cb=20230928015624,3,3.5,alice_light,CERiNG,Light,Ancy,2:47,Haruna (yourmythos),J-Pop / Rock,0,670,670,3.12.10,2.0.1,2022-05-25,2023-03-16,170,170
sanskia,san skia,Arcaea,ユアミトス,https://static.wikia.nocookie.net/iowiro/images/7/7b/San_skia.jpg/revision/latest?cb=20230928015624,6,6.0,alice_light,CERiNG,Light,Ancy,2:47,Haruna (yourmythos),J-Pop / Rock,1,783,783,3.12.10,2.0.1,2022-05-25,2023-03-16,170,170
sanskia,san skia,Arcaea,ユアミトス,https://static.wikia.nocookie.net/iowiro/images/7/7b/San_skia.jpg/revision/latest?cb=20230928015624,8,8.3,alice_light,CERiNG,Light,Ancy,2:47,Haruna (yourmythos),J-Pop / Rock,2,1046,1046,3.12.10,2.0.1,2022-05-25,2023-03-16,170,170
worldexecuteme,world.execute(me);,Arcaea,Mili,https://static.wikia.nocookie.net/iowiro/images/4/43/World.execute%28me%29%3B.jpg/revision/latest?cb=20230928092320,3,3.5,prelude_light,toaster.chart(this);,Light,そゐち (sowiti),2:31,Momocashew,Alternative rock,0,452,452,2.5.2,1.0.0c,2020-02-21,2021-05-08,130,130
worldexecuteme,world.execute(me);,Arcaea,Mili,https://static.wikia.nocookie.net/iowiro/images/4/43/World.execute%28me%29%3B.jpg/revision/latest?cb=20230928092320,5,5.0,prelude_light,toaster.chart(this);,Light,そゐち (sowiti),2:31,Momocashew,Alternative rock,1,582,582,2.5.2,1.0.0c,2020-02-21,2021-05-08,130,130
worldexecuteme,world.execute(me);,Arcaea,Mili,https://static.wikia.nocookie.net/iowiro/images/4/43/World.execute%28me%29%3B.jpg/revision/latest?cb=20230928092320,8,8.0,prelude_light,toaster.chart(this);,Light,そゐち (sowiti),2:31,Momocashew,Alternative rock,2,851,851,2.5.2,1.0.0c,2020-02-21,2021-05-08,130,130
arcanaeden,Arcana Eden,Final Verdict,Team Grimoire vs Sakuzyo vs Laur,https://static.wikia.nocookie.net/iowiro/images/c/ce/Arcana_Eden.jpg/revision/latest?cb=20230928000234,5,5.5,arcanaeden,Eye of the Storm,Conflict,シエラ (cierra),3:00,Vocal samples,Gothic Hardcore / Artcore,0,1097,1097,4.0.0,2.0.1,2022-07-07,2023-03-16,211,211
arcanaeden,Arcana Eden,Final Verdict,Team Grimoire vs Sakuzyo vs Laur,https://static.wikia.nocookie.net/iowiro/images/c/ce/Arcana_Eden.jpg/revision/latest?cb=20230928000234,8,8.7,arcanaeden,Eye of the Storm,Conflict,シエラ (cierra),3:00,Vocal samples,Gothic Hardcore / Artcore,1,1310,1310,4.0.0,2.0.1,2022-07-07,2023-03-16,211,211
arcanaeden,Arcana Eden,Final Verdict,Team Grimoire vs Sakuzyo vs Laur,https://static.wikia.nocookie.net/iowiro/images/c/ce/Arcana_Eden.jpg/revision/latest?cb=20230928000234,10,10.5,arcanaeden,Eye of the Storm,Conflict,シエラ (cierra),3:00,Vocal samples,Gothic Hardcore / Artcore,2,1792,1696,4.0.0,2.0.1,2022-07-07,2023-03-16,211,211
arcanaeden,Arcana Eden,Final Verdict,Team Grimoire vs Sakuzyo vs Laur,https://static.wikia.nocookie.net/iowiro/images/c/ce/Arcana_Eden.jpg/revision/latest?cb=20230928000234,11,11.4,arcanaeden,Eye of the Storm,Conflict,シエラ (cierra),3:00,Vocal samples,Gothic Hardcore / Artcore,3,2134,1976,4.0.0,2.0.1,2022-07-07,2023-03-16,211,211
tothemilkyway,To the Milky Way,Memory Archive,黒魔,https://static.wikia.nocookie.net/iowiro/images/0/0e/Tothemilkyway.jpg/revision/latest?cb=20230927211839,5,5.0,nijuusei2_light,Nitroだー！,Light,Bison,2:46,None,Hardcore / Techcore,0,928,,4.4.6,,2023-05-25,,186,186
tothemilkyway,To the Milky Way,Memory Archive,黒魔,https://static.wikia.nocookie.net/iowiro/images/0/0e/Tothemilkyway.jpg/revision/latest?cb=20230927211839,8,8.7,nijuusei2_light,Nitroだー！,Light,Bison,2:46,None,Hardcore / Techcore,1,1154,,4.4.6,,2023-05-25,,186,186
tothemilkyway,To the Milky Way,Memory Archive,黒魔,https://static.wikia.nocookie.net/iowiro/images/0/0e/Tothemilkyway.jpg/revision/latest?cb=20230927211839,10,10.5,nijuusei2_light,Nitroだー！,Light,Bison,2:46,None,Hardcore / Techcore,2,1392,,4.4.6,,2023-05-25,,186,186
paperwitch,Paper Witch,Esoteric Order,Yu-dachi,https://static.wikia.nocookie.net/iowiro/images/e/e1/Paper_Witch.jpg/revision/latest?cb=20230928073144,2,2.0,observer_light,CERiNG,Light,桶乃かもく (Kamoku Okeno),2:29,None,Chiptune / Pop,0,348,348,3.6.0,1.2.0,2021-05-11,2021-09-16,130,130
paperwitch,Paper Witch,Esoteric Order,Yu-dachi,https://static.wikia.nocookie.net/iowiro/images/e/e1/Paper_Witch.jpg/revision/latest?cb=20230928073144,5,5.0,observer_light,CERiNG,Light,桶乃かもく (Kamoku Okeno),2:29,None,Chiptune / Pop,1,487,487,3.6.0,1.2.0,2021-05-11,2021-09-16,130,130
paperwitch,Paper Witch,Esoteric Order,Yu-dachi,https://static.wikia.nocookie.net/iowiro/images/e/e1/Paper_Witch.jpg/revision/latest?cb=20230928073144,8,8.7,observer_light,CERiNG,Light,桶乃かもく (Kamoku Okeno),2:29,None,Chiptune / Pop,2,793,793,3.6.0,1.2.0,2021-05-11,2021-09-16,130,130
spidersthread,Spider's Thread,CHUNITHM Collaboration Chapter 3,きくお×cosMo＠暴走P feat. 影縫英,https://static.wikia.nocookie.net/iowiro/images/9/99/Spider%27s_Thread.jpg/revision/latest?cb=20230927213200,4,4.5,spidersthread,夜浪 <->,Conflict,"お久しぶり (ohisashiburi), ENTACL GRAPHICXXX (not credited)",2:21,影縫英 (Hana Kagenui),DnB / Hardstyle / Schranz,0,794,,4.4.0,,2023-03-23,,180,180
spidersthread,Spider's Thread,CHUNITHM Collaboration Chapter 3,きくお×cosMo＠暴走P feat. 影縫英,https://static.wikia.nocookie.net/iowiro/images/9/99/Spider%27s_Thread.jpg/revision/latest?cb=20230927213200,7,7.5,spidersthread,夜浪 <->,Conflict,"お久しぶり (ohisashiburi), ENTACL GRAPHICXXX (not credited)",2:21,影縫英 (Hana Kagenui),DnB / Hardstyle / Schranz,1,764,,4.4.0,,2023-03-23,,180,180
spidersthread,Spider's Thread,CHUNITHM Collaboration Chapter 3,きくお×cosMo＠暴走P feat. 影縫英,https://static.wikia.nocookie.net/iowiro/images/9/99/Spider%27s_Thread.jpg/revision/latest?cb=20230927213200,10+,10.8,spidersthread,夜浪 <->,Conflict,"お久しぶり (ohisashiburi), ENTACL GRAPHICXXX (not credited)",2:21,影縫英 (Hana Kagenui),DnB / Hardstyle / Schranz,2,1203,,4.4.0,,2023-03-23,,180,180
waitfordawn,WAIT FOR DAWN,Lasting Eden,U-ske feat. 棗いつき,https://static.wikia.nocookie.net/iowiro/images/e/e6/Wait_for_dawn.jpg/revision/latest?cb=20230927032058,2,2.5,eden_light,én,Light,子期安NANA_ANN,2:11,棗いつき (Itsuki Natsume),J-Core,0,596,,4.7.0,,2023-08-18,,188,188
waitfordawn,WAIT FOR DAWN,Lasting Eden,U-ske feat. 棗いつき,https://static.wikia.nocookie.net/iowiro/images/e/e6/Wait_for_dawn.jpg/revision/latest?cb=20230927032058,6,6.0,eden_light,én,Light,子期安NANA_ANN,2:11,棗いつき (Itsuki Natsume),J-Core,1,636,,4.7.0,,2023-08-18,,188,188
waitfordawn,WAIT FOR DAWN,Lasting Eden,U-ske feat. 棗いつき,https://static.wikia.nocookie.net/iowiro/images/e/e6/Wait_for_dawn.jpg/revision/latest?cb=20230927032058,8,8.7,eden_light,én,Light,子期安NANA_ANN,2:11,棗いつき (Itsuki Natsume),J-Core,2,861,,4.7.0,,2023-08-18,,188,188
lostintheabyss,Lost in the Abyss,Memory Archive,FELT,https://static.wikia.nocookie.net/iowiro/images/4/41/Lostintheabyss.jpg/revision/latest?cb=20230927212203,3,3.5,touhou_conflict,Nitro,Conflict,AO,2:48,"Vivienne, W.nova",J-Rock,0,907,,4.4.6,,2023-05-25,,183,183
lostintheabyss,Lost in the Abyss,Memory Archive,FELT,https://static.wikia.nocookie.net/iowiro/images/4/41/Lostintheabyss.jpg/revision/latest?cb=20230927212203,6,6.5,touhou_conflict,Nitro,Conflict,AO,2:48,"Vivienne, W.nova",J-Rock,1,908,,4.4.6,,2023-05-25,,183,183
lostintheabyss,Lost in the Abyss,Memory Archive,FELT,https://static.wikia.nocookie.net/iowiro/images/4/41/Lostintheabyss.jpg/revision/latest?cb=20230927212203,9+,9.7,touhou_conflict,Nitro,Conflict,AO,2:48,"Vivienne, W.nova",J-Rock,2,1179,,4.4.6,,2023-05-25,,183,183
soundwitch,SOUNDWiTCH,Vicious Labyrinth,HATE,https://static.wikia.nocookie.net/iowiro/images/6/65/SOUNDWiTCH.jpg/revision/latest?cb=20230928083123,3,3.5,yugamu,NiTRO,Conflict,スズカミ (suzukami),1:45,None,HABIT,0,315,315,1.5.0,1.0.0c,2017-11-03,2021-05-18,170,170
soundwitch,SOUNDWiTCH,Vicious Labyrinth,HATE,https://static.wikia.nocookie.net/iowiro/images/6/65/SOUNDWiTCH.jpg/revision/latest?cb=20230928083123,6,6.5,yugamu,NiTRO,Conflict,スズカミ (suzukami),1:45,None,HABIT,1,488,488,1.5.0,1.0.0c,2017-11-03,2021-05-18,170,170
soundwitch,SOUNDWiTCH,Vicious Labyrinth,HATE,https://static.wikia.nocookie.net/iowiro/images/6/65/SOUNDWiTCH.jpg/revision/latest?cb=20230928083123,9+,9.9,yugamu,NiTRO,Conflict,スズカミ (suzukami),1:45,None,HABIT,2,785,785,1.5.0,1.0.0c,2017-11-03,2021-05-18,170,170
dottodotfeatshully,Dot to Dot feat. shully,Memory Archive,Mameyudoufu,https://static.wikia.nocookie.net/iowiro/images/e/e0/Dot_to_Dot_feat._shully.jpg/revision/latest?cb=20230928055438,3,3.0,mirai_light,•Nitro•,Light,DJ Poyoshi,2:11,shully,Future Core,0,453,453,2.0.3,1.0.0c,2019-05-02,2021-05-18,174,174
dottodotfeatshully,Dot to Dot feat. shully,Memory Archive,Mameyudoufu,https://static.wikia.nocookie.net/iowiro/images/e/e0/Dot_to_Dot_feat._shully.jpg/revision/latest?cb=20230928055438,6,6.0,mirai_light,•Nitro•,Light,DJ Poyoshi,2:11,shully,Future Core,1,522,522,2.0.3,1.0.0c,2019-05-02,2021-05-18,174,174
dottodotfeatshully,Dot to Dot feat. shully,Memory Archive,Mameyudoufu,https://static.wikia.nocookie.net/iowiro/images/e/e0/Dot_to_Dot_feat._shully.jpg/revision/latest?cb=20230928055438,8,8.3,mirai_light,•Nitro•,Light,DJ Poyoshi,2:11,shully,Future Core,2,739,739,2.0.3,1.0.0c,2019-05-02,2021-05-18,174,174
sheriruthlaurremix,Sheriruth (Laur Remix),Memory Archive,Laur,https://static.wikia.nocookie.net/iowiro/images/0/0b/Sheriruth_Laur_Remix.jpg/revision/latest?cb=20230928082642,4,4.0,wacca_conflict,Nitro,Conflict,LAM (not credited),2:04,Choral,Orchestral Hardcore / Psystyle / Hardstyle,0,671,671,3.8.0,2.0.1,2021-08-10,2023-03-16,200,200
sheriruthlaurremix,Sheriruth (Laur Remix),Memory Archive,Laur,https://static.wikia.nocookie.net/iowiro/images/0/0b/Sheriruth_Laur_Remix.jpg/revision/latest?cb=20230928082642,7,7.5,wacca_conflict,Nitro,Conflict,LAM (not credited),2:04,Choral,Orchestral Hardcore / Psystyle / Hardstyle,1,795,795,3.8.0,2.0.1,2021-08-10,2023-03-16,200,200
sheriruthlaurremix,Sheriruth (Laur Remix),Memory Archive,Laur,https://static.wikia.nocookie.net/iowiro/images/0/0b/Sheriruth_Laur_Remix.jpg/revision/latest?cb=20230928082642,10,10.6,wacca_conflict,東星※恣意,Conflict,LAM (not credited),2:04,Choral,Orchestral Hardcore / Psystyle / Hardstyle,2,1134,1134,3.8.0,2.0.1,2021-08-10,2023-03-16,200,200
empireofwinter,Empire of Winter,Memory Archive,Street,https://static.wikia.nocookie.net/iowiro/images/c/cf/Empire_of_Winter.jpg/revision/latest?cb=20230928060127,3,3.5,nijuusei-light-b,0°Nitro,Light,シエラ (cierra) + Khronetic,2:19,None,DnB / Artcore / Melodic Neurofunk,0,484,484,1.8.3,1.0.0c,2018-12-22,2021-05-18,175,175
empireofwinter,Empire of Winter,Memory Archive,Street,https://static.wikia.nocookie.net/iowiro/images/c/cf/Empire_of_Winter.jpg/revision/latest?cb=20230928060127,6,6.5,nijuusei-light-b,0°Nitro,Light,シエラ (cierra) + Khronetic,2:19,None,DnB / Artcore / Melodic Neurofunk,1,662,662,1.8.3,1.0.0c,2018-12-22,2021-05-18,175,175
empireofwinter,Empire of Winter,Memory Archive,Street,https://static.wikia.nocookie.net/iowiro/images/c/cf/Empire_of_Winter.jpg/revision/latest?cb=20230928060127,9,9.0,nijuusei-light-b,0°Nitro,Light,シエラ (cierra) + Khronetic,2:19,None,DnB / Artcore / Melodic Neurofunk,2,920,920,1.8.3,1.0.0c,2018-12-22,2021-05-18,175,175
amygdata,amygdata,Memory Archive,nitro,https://static.wikia.nocookie.net/iowiro/images/f/f6/Amygdata.jpg/revision/latest?cb=20230928045840,4,4.0,prelude_conflict,Nitro,Conflict,久賀フーナ (Kuga Huna),2:38,None,Neural Interface,0,504,504,2.6.0,1.0.0c,2020-03-25,2021-05-18,154,154
amygdata,amygdata,Memory Archive,nitro,https://static.wikia.nocookie.net/iowiro/images/f/f6/Amygdata.jpg/revision/latest?cb=20230928045840,7,7.5,prelude_conflict,Nitro,Conflict,久賀フーナ (Kuga Huna),2:38,None,Neural Interface,1,711,711,2.6.0,1.0.0c,2020-03-25,2021-05-18,154,154
amygdata,amygdata,Memory Archive,nitro,https://static.wikia.nocookie.net/iowiro/images/f/f6/Amygdata.jpg/revision/latest?cb=20230928045840,9+,9.7,prelude_conflict,Nitro,Conflict,久賀フーナ (Kuga Huna),2:38,None,Neural Interface,2,1199,1199,2.6.0,1.0.0c,2020-03-25,2021-05-18,154,154
memoryfactorylzh,memoryfactory.lzh,Eternal Core,Frums,https://static.wikia.nocookie.net/iowiro/images/2/2f/Memoryfactory.jpg/revision/latest?cb=20230928071552,2,2.5,base_light,Nitro,Light,Frums,2:09,Vocal samples,Chiptune / Breakcore / Microhouse / IDM,0,308,308,1.0.8,1.0.0c,2017-03-09,2021-05-18,100,100
memoryfactorylzh,memoryfactory.lzh,Eternal Core,Frums,https://static.wikia.nocookie.net/iowiro/images/2/2f/Memoryfactory.jpg/revision/latest?cb=20230928071552,5,5.5,base_light,Nitro,Light,Frums,2:09,Vocal samples,Chiptune / Breakcore / Microhouse / IDM,1,448,448,1.0.8,1.0.0c,2017-03-09,2021-05-18,100,100
memoryfactorylzh,memoryfactory.lzh,Eternal Core,Frums,https://static.wikia.nocookie.net/iowiro/images/2/2f/Memoryfactory.jpg/revision/latest?cb=20230928071552,8,8.9,base_light,Nitro,Light,Frums,2:09,Vocal samples,Chiptune / Breakcore / Microhouse / IDM,2,672,672,1.0.8,1.0.0c,2017-03-09,2021-05-18,100,100
yourvoicesofeatsuch,Your voice so... feat. Such,Memory Archive,PSYQUI,https://static.wikia.nocookie.net/iowiro/images/2/2c/Your_voice_so..._feat._Such.jpg/revision/latest?cb=20230928090513,3,3.5,single_light,Nitro,Light,DJ Poyoshi,2:30,"Such, Voice samples",Future Core,0,469,,1.1.0,,2017-06-02,,176,176
yourvoicesofeatsuch,Your voice so... feat. Such,Memory Archive,PSYQUI,https://static.wikia.nocookie.net/iowiro/images/2/2c/Your_voice_so..._feat._Such.jpg/revision/latest?cb=20230928090513,6,6.5,single_light,Nitro,Light,DJ Poyoshi,2:30,"Such, Voice samples",Future Core,1,677,,1.1.0,,2017-06-02,,176,176
yourvoicesofeatsuch,Your voice so... feat. Such,Memory Archive,PSYQUI,https://static.wikia.nocookie.net/iowiro/images/2/2c/Your_voice_so..._feat._Such.jpg/revision/latest?cb=20230928090513,9,9.4,single_light,Nitro,Light,DJ Poyoshi,2:30,"Such, Voice samples",Future Core,2,1013,,1.1.0,,2017-06-02,,176,176
corruption,Corruption,Absolute Reason,3R2,https://static.wikia.nocookie.net/iowiro/images/3/34/Corruption.jpg/revision/latest?cb=20230928054458,3,3.0,zettai,₸öα$†ε₹,Conflict,BerryVerrine,2:25,Vocal samples,Bassline / Glitch / IDM,0,664,664,2.0.0,1.0.0c,2019-03-21,2021-05-18,170,170
corruption,Corruption,Absolute Reason,3R2,https://static.wikia.nocookie.net/iowiro/images/3/34/Corruption.jpg/revision/latest?cb=20230928054458,6,6.5,zettai,₸öα$†ε₹,Conflict,BerryVerrine,2:25,Vocal samples,Bassline / Glitch / IDM,1,847,847,2.0.0,1.0.0c,2019-03-21,2021-05-18,170,170
corruption,Corruption,Absolute Reason,3R2,https://static.wikia.nocookie.net/iowiro/images/3/34/Corruption.jpg/revision/latest?cb=20230928054458,9+,9.8,zettai,₸öα$†ε₹,Conflict,BerryVerrine,2:25,Vocal samples,Bassline / Glitch / IDM,2,1293,1293,2.0.0,1.0.0c,2019-03-21,2021-05-18,170,170
redrawthecolorlessworld,Redraw the Colorless World,Arcaea,MisomyL,https://static.wikia.nocookie.net/iowiro/images/a/a5/Redraw_the_Colorless_World.jpg/revision/latest?cb=20220707040650,4,4.0,prelude_light,antymis ~無色~,Light,MisomyL (uncredited),2:32,MisomyL,REC_montage_until_21XXXX,0,568,568,4.0.0,2.0.1,2022-07-07,2023-03-16,155,155
redrawthecolorlessworld,Redraw the Colorless World,Arcaea,MisomyL,https://static.wikia.nocookie.net/iowiro/images/a/a5/Redraw_the_Colorless_World.jpg/revision/latest?cb=20220707040650,6,6.5,prelude_light,antymis ~彩色~,Light,MisomyL (uncredited),2:32,MisomyL,REC_montage_until_21XXXX,1,680,680,4.0.0,2.0.1,2022-07-07,2023-03-16,155,155
redrawthecolorlessworld,Redraw the Colorless World,Arcaea,MisomyL,https://static.wikia.nocookie.net/iowiro/images/a/a5/Redraw_the_Colorless_World.jpg/revision/latest?cb=20220707040650,9,9.2,prelude_light,antymis ~虹色~,Light,MisomyL (uncredited),2:32,MisomyL,REC_montage_until_21XXXX,2,886,886,4.0.0,2.0.1,2022-07-07,2023-03-16,155,155
lucidtraveler,Lucid Traveler,Cytus II Collaboration,Akira Complex vs 3R2,https://static.wikia.nocookie.net/iowiro/images/9/92/LucidTraveller.jpg/revision/latest?cb=20230927211133,4,4.5,cytus_conflict,Toaster vs ₸öα$†ε₹,Conflict,NC帝國 (NC Empire),2:39,Vocal samples,Dubwork / Drumstep,0,634,,4.5.0,,2023-06-28,,170,200
lucidtraveler,Lucid Traveler,Cytus II Collaboration,Akira Complex vs 3R2,https://static.wikia.nocookie.net/iowiro/images/9/92/LucidTraveller.jpg/revision/latest?cb=20230927211133,8,8.3,cytus_conflict,Toaster vs ₸öα$†ε₹,Conflict,NC帝國 (NC Empire),2:39,Vocal samples,Dubwork / Drumstep,1,1006,,4.5.0,,2023-06-28,,170,200
lucidtraveler,Lucid Traveler,Cytus II Collaboration,Akira Complex vs 3R2,https://static.wikia.nocookie.net/iowiro/images/9/92/LucidTraveller.jpg/revision/latest?cb=20230927211133,10,10.4,cytus_conflict,Toaster vs ₸öα$†ε₹,Conflict,NC帝國 (NC Empire),2:39,Vocal samples,Dubwork / Drumstep,2,1341,,4.5.0,,2023-06-28,,170,200
impact,IMPACT,CHUNITHM Collaboration Chapter 3,USAO feat. 光吉猛修,https://static.wikia.nocookie.net/iowiro/images/5/55/IMPACT.jpg/revision/latest?cb=20230927213424,3,3.5,chunithmnew_light,ÉCOLOGIE IMPACT,Light,"eins, 山本明慶 (Akeyoshi Yamamoto) (not credited)",2:30,"光吉猛修 (Takenobu Mitsuyoshi), vocal samples",Dubcore / Hardcore,0,723,,4.4.0,,2023-03-23,,210,210
impact,IMPACT,CHUNITHM Collaboration Chapter 3,USAO feat. 光吉猛修,https://static.wikia.nocookie.net/iowiro/images/5/55/IMPACT.jpg/revision/latest?cb=20230927213424,7,7.5,chunithmnew_light,ÉN IMPACT,Light,"eins, 山本明慶 (Akeyoshi Yamamoto) (not credited)",2:30,"光吉猛修 (Takenobu Mitsuyoshi), vocal samples",Dubcore / Hardcore,1,913,,4.4.0,,2023-03-23,,210,210
impact,IMPACT,CHUNITHM Collaboration Chapter 3,USAO feat. 光吉猛修,https://static.wikia.nocookie.net/iowiro/images/5/55/IMPACT.jpg/revision/latest?cb=20230927213424,9,9.6,chunithmnew_light,én feat. écologie,Light,"eins, 山本明慶 (Akeyoshi Yamamoto) (not credited)",2:30,"光吉猛修 (Takenobu Mitsuyoshi), vocal samples",Dubcore / Hardcore,2,1231,,4.4.0,,2023-03-23,,210,210
impact,IMPACT,CHUNITHM Collaboration Chapter 3,USAO feat. 光吉猛修,https://static.wikia.nocookie.net/iowiro/images/5/55/IMPACT.jpg/revision/latest?cb=20230927213424,10,10.4,chunithmnew_light,Toaster NEW!!,Light,"eins, 山本明慶 (Akeyoshi Yamamoto) (not credited)",2:30,"光吉猛修 (Takenobu Mitsuyoshi), vocal samples",Dubcore / Hardcore,3,1392,,4.4.0,,2023-03-23,,210,210
infinitestrife,"Infinite Strife,",Final Verdict,BlackYooh vs. siromaru,https://static.wikia.nocookie.net/iowiro/images/c/c6/Infinite_Strife.jpg/revision/latest?cb=20230928000348,4,4.0,finale_conflict,Inner Labyrinth,Conflict,Enji,2:50,Risa Yuzuki,Gothic Hardcore,0,888,888,4.0.0,2.0.1,2022-07-07,2023-03-16,198,198
infinitestrife,"Infinite Strife,",Final Verdict,BlackYooh vs. siromaru,https://static.wikia.nocookie.net/iowiro/images/c/c6/Infinite_Strife.jpg/revision/latest?cb=20230928000348,7,7.5,finale_conflict,Inner Labyrinth,Conflict,Enji,2:50,Risa Yuzuki,Gothic Hardcore,1,1081,1081,4.0.0,2.0.1,2022-07-07,2023-03-16,198,198
infinitestrife,"Infinite Strife,",Final Verdict,BlackYooh vs. siromaru,https://static.wikia.nocookie.net/iowiro/images/c/c6/Infinite_Strife.jpg/revision/latest?cb=20230928000348,9+,9.9,finale_conflict,Inner Labyrinth,Conflict,Enji,2:50,Risa Yuzuki,Gothic Hardcore,2,1511,1511,4.0.0,2.0.1,2022-07-07,2023-03-16,198,198
infinitestrife,"Infinite Strife,",Final Verdict,BlackYooh vs. siromaru,https://static.wikia.nocookie.net/iowiro/images/c/c6/Infinite_Strife.jpg/revision/latest?cb=20230928000348,10+,10.9,finale_conflict,Inner Labyrinth,Conflict,Enji,2:50,Risa Yuzuki,Gothic Hardcore,3,1633,1613,4.0.0,2.0.1,2022-07-07,2023-03-16,198,198
mazeno9,Maze No.9,Luminous Sky,アリスシャッハと魔法の楽団,https://static.wikia.nocookie.net/iowiro/images/4/4e/Maze_No.9.jpg/revision/latest?cb=20230928071303,3,3.0,rei,小東星,Light,アリスシャッハと魔法の楽団 (Alice Schach and the Magic Orchestra),2:25,赤川ねね (Nene Akagawa),Pop / Rock,0,494,494,1.7.0,1.0.0c,2018-07-16,2021-05-18,159,159
mazeno9,Maze No.9,Luminous Sky,アリスシャッハと魔法の楽団,https://static.wikia.nocookie.net/iowiro/images/4/4e/Maze_No.9.jpg/revision/latest?cb=20230928071303,3,3.5,rei,小東星,Light,アリスシャッハと魔法の楽団 (Alice Schach and the Magic Orchestra),2:25,赤川ねね (Nene Akagawa),Pop / Rock,1,445,445,1.7.0,1.0.0c,2018-07-16,2021-05-18,159,159
mazeno9,Maze No.9,Luminous Sky,アリスシャッハと魔法の楽団,https://static.wikia.nocookie.net/iowiro/images/4/4e/Maze_No.9.jpg/revision/latest?cb=20230928071303,8,8.9,rei,小東星,Light,アリスシャッハと魔法の楽団 (Alice Schach and the Magic Orchestra),2:25,赤川ねね (Nene Akagawa),Pop / Rock,2,775,775,1.7.0,1.0.0c,2018-07-16,2021-05-18,159,159
faintlightarcaeaedit,Faint Light (Arcaea Edit),Extend Archive,Taishi,https://static.wikia.nocookie.net/iowiro/images/7/75/Faint_Light_%28Arcaea_Edit%29.jpg/revision/latest?cb=20230928061132,3,3.0,nijuusei-light-b,Nitro,Light,SoU,2:37,None,Trance,0,587,587,3.0.3,1.0.0c,2020-07-08,2021-05-08,133,133
